,CH1,CH2
Second,Volt,Volt
-2.02039e-01,-3.80e-03,-2.00e-01, 
-2.01965e-01,-4.00e-03,-2.00e-01, 
-2.01892e-01,-4.20e-03,-2.40e-01, 
-2.01819e-01,-3.60e-03,-3.20e-01, 
-2.01746e-01,-4.00e-03,-3.20e-01, 
-2.01672e-01,-3.80e-03,-2.00e-01, 
-2.01599e-01,-4.40e-03,-2.00e-01, 
-2.01526e-01,-3.60e-03,-2.40e-01, 
-2.01453e-01,-3.80e-03,-2.80e-01, 
-2.01380e-01,-3.60e-03,-2.40e-01, 
-2.01306e-01,-4.00e-03,-2.00e-01, 
-2.01233e-01,-4.20e-03,-2.00e-01, 
-2.01160e-01,-4.00e-03,-2.80e-01, 
-2.01087e-01,-3.60e-03,-3.20e-01, 
-2.01013e-01,-3.80e-03,-3.20e-01, 
-2.00940e-01,-4.60e-03,-2.80e-01, 
-2.00867e-01,-3.60e-03,-2.80e-01, 
-2.00794e-01,-3.60e-03,-2.40e-01, 
-2.00720e-01,-4.20e-03,-2.00e-01, 
-2.00647e-01,-4.60e-03,-2.00e-01, 
-2.00574e-01,-3.80e-03,-2.00e-01, 
-2.00501e-01,-3.00e-03,-2.40e-01, 
-2.00427e-01,-3.60e-03,-2.40e-01, 
-2.00354e-01,-5.60e-03,-2.40e-01, 
-2.00281e-01,-5.60e-03,-2.40e-01, 
-2.00208e-01,-2.20e-03,-2.40e-01, 
-2.00134e-01,-1.80e-03,-2.80e-01, 
-2.00061e-01,-6.00e-03,-2.40e-01, 
-1.99988e-01,-6.00e-03,-2.40e-01, 
-1.99915e-01,-3.60e-03,-2.40e-01, 
-1.99841e-01,-2.80e-03,-2.00e-01, 
-1.99768e-01,-3.80e-03,-2.40e-01, 
-1.99695e-01,-4.60e-03,-2.40e-01, 
-1.99622e-01,-4.40e-03,-2.00e-01, 
-1.99548e-01,-3.40e-03,-2.00e-01, 
-1.99475e-01,-3.80e-03,-2.40e-01, 
-1.99402e-01,-4.40e-03,-2.40e-01, 
-1.99329e-01,-4.00e-03,-2.40e-01, 
-1.99255e-01,-4.00e-03,-2.00e-01, 
-1.99182e-01,-4.20e-03,-2.00e-01, 
-1.99109e-01,-4.40e-03,-2.00e-01, 
-1.99036e-01,-3.80e-03,-2.00e-01, 
-1.98963e-01,-3.80e-03,-2.40e-01, 
-1.98889e-01,-4.00e-03,-2.00e-01, 
-1.98816e-01,-4.40e-03,-2.40e-01, 
-1.98743e-01,-4.40e-03,-2.80e-01, 
-1.98670e-01,-4.20e-03,-1.60e-01, 
-1.98596e-01,-4.00e-03,-2.00e-01, 
-1.98523e-01,-4.20e-03,-2.00e-01, 
-1.98450e-01,-4.20e-03,-2.40e-01, 
-1.98377e-01,-4.40e-03,-2.00e-01, 
-1.98303e-01,-3.80e-03,-2.00e-01, 
-1.98230e-01,-4.40e-03,-2.00e-01, 
-1.98157e-01,-4.40e-03,-2.00e-01, 
-1.98084e-01,-4.20e-03,-2.40e-01, 
-1.98010e-01,-4.40e-03,-2.40e-01, 
-1.97937e-01,-4.40e-03,-2.00e-01, 
-1.97864e-01,-4.20e-03,-2.00e-01, 
-1.97791e-01,-4.00e-03,-2.40e-01, 
-1.97717e-01,-4.20e-03,-2.40e-01, 
-1.97644e-01,-4.00e-03,-2.00e-01, 
-1.97571e-01,-4.00e-03,-2.00e-01, 
-1.97498e-01,-4.40e-03,-2.40e-01, 
-1.97424e-01,-3.80e-03,-2.80e-01, 
-1.97351e-01,-4.20e-03,-2.80e-01, 
-1.97278e-01,-3.60e-03,-2.40e-01, 
-1.97205e-01,-4.00e-03,-2.00e-01, 
-1.97131e-01,-3.60e-03,-2.00e-01, 
-1.97058e-01,-4.20e-03,-2.40e-01, 
-1.96985e-01,-4.00e-03,-3.20e-01, 
-1.96912e-01,-3.80e-03,-2.00e-01, 
-1.96838e-01,-4.40e-03,-2.40e-01, 
-1.96765e-01,-3.60e-03,-2.40e-01, 
-1.96692e-01,-3.80e-03,-3.20e-01, 
